,training/v_loss,training/policy_loss,training/entropy_loss,eval/episode_reward,training/walltime,eval/sps,_runtime,_timestamp,training/total_loss,_step,eval/avg_episode_length,eval/walltime,training/sps,eval/epoch_eval_time
0,,,,94.41162872314453,,14849.399240247089,13.53981065750122,1694006862.3214996,,0.0,10.1484375,8.619877338409424,,8.619877338409424
1,5146.505859375,-0.04378976300358772,-0.002687262138351798,414.1691589355469,12.959250926971436,81617.185992826,28.070170640945435,1694006876.8518596,5146.4599609375,1146880.0,43.8671875,10.188174486160278,88498.94229712432,1.5682971477508545
2,1553.3087158203125,-0.013474076986312866,0.0012738959630951285,538.2269897460938,15.481834888458252,80885.88355628503,32.17920136451721,1694006880.9608903,1553.2965087890625,2293760.0,56.9609375,11.770650863647461,454644.9265950405,1.5824763774871826
3,1126.894775390625,-0.008586283773183823,0.0029744405765086412,644.0437622070312,18.00898504257202,81059.203601887,36.289252519607544,1694006885.0709414,1126.8892822265625,3440640.0,68.1796875,13.349743604660034,453823.4493637329,1.5790927410125732
4,1172.667236328125,-0.01220028568059206,0.003970935940742493,770.12451171875,20.53637719154358,81146.22831726041,40.39782500267029,1694006889.179514,1172.6588134765625,4587520.0,81.8125,14.927142858505249,453779.9962964539,1.5773992538452148
5,1518.082763671875,-0.01163536123931408,0.005350533407181501,980.3779907226562,23.062068939208984,81027.1386950679,44.50694704055786,1694006893.288636,1518.0765380859375,5734400.0,107.015625,16.506860494613647,454085.4999665361,1.5797176361083984
6,455.34320068359375,-0.01657956652343273,0.008478677831590176,1198.2078857421875,25.587080717086792,81006.26915968454,48.61585736274719,1694006897.3975463,455.3351135253906,6881280.0,152.90625,18.086985111236572,454207.7823351447,1.5801246166229248
7,312.4192810058594,-0.008616100996732712,0.010834860615432262,1377.407958984375,28.112475156784058,80997.310906519,52.725208044052124,1694006901.506897,312.4214782714844,8028160.0,162.1875,19.66728448867798,454138.9582442747,1.5802993774414062
8,422.08648681640625,-0.009951621294021606,0.01164176594465971,1560.1055908203125,30.641395330429077,81218.48426508947,56.83391857147217,1694006905.6156075,422.0881652832031,9175040.0,190.8125,21.2432804107666,453505.8132526826,1.575995922088623
9,47.6855583190918,-0.008126320317387581,0.012677584774792194,1714.5828857421875,33.16927790641785,81073.73352614493,60.944401264190674,1694006909.7260902,47.69010925292969,10321920.0,202.59375,22.82209014892578,453691.95978234994,1.5788097381591797
10,28.315542221069336,-0.008370479568839073,0.014016536995768547,1806.9544677734375,35.696131467819214,81011.74530241471,65.05498886108398,1694006913.8366778,28.321189880371094,11468800.0,217.6484375,24.40210795402527,453876.71747940633,1.5800178050994873
11,26.306682586669922,-0.006129671819508076,0.01518209557980299,1874.1246337890625,38.22195816040039,81083.54141472997,69.16330170631409,1694006917.9449906,26.315736770629883,12615680.0,232.71875,25.980726718902588,454061.23997683614,1.5786187648773193
12,37.93130111694336,-0.005722449626773596,0.016353949904441833,1981.854736328125,40.7483696937561,81177.56517011016,73.27044129371643,1694006922.0521302,37.94193649291992,13762560.0,239.171875,27.557517051696777,453956.1290225166,1.5767903327941895
13,163.77816772460938,-0.005530091468244791,0.017049722373485565,2002.037841796875,43.27399802207947,81005.05912980554,77.38002753257751,1694006926.1617165,163.7896728515625,14909440.0,256.53125,29.137665271759033,454096.90219991916,1.5801482200622559
14,28.795541763305664,-0.0008913935744203627,0.017610205337405205,2150.515869140625,45.80032134056091,81114.24160118429,81.48827290534973,1694006930.2699618,28.8122615814209,16056320.0,269.1953125,30.715686559677124,453971.98039140186,1.5780212879180908
15,21.249677658081055,-0.004937486257404089,0.0182453952729702,2138.6083984375,48.32530665397644,81007.11253522092,85.59709405899048,1694006934.378783,21.262989044189453,17203200.0,273.0625,32.29579472541809,454212.54290331877,1.5801081657409668
16,35.09735107421875,-0.003978458233177662,0.01866120472550392,2173.294921875,50.85148572921753,81049.35265700483,89.70636653900146,1694006938.4880555,35.11203384399414,18350080.0,281.953125,33.87507939338684,453997.9019066755,1.57928466796875
17,63.7409782409668,-0.007482938468456268,0.01867939904332161,2394.995361328125,53.37795162200928,81047.90886877317,93.81602215766907,1694006942.597711,63.752166748046875,19496960.0,297.34375,35.454392194747925,453946.3617031838,1.579312801361084
18,22.60031509399414,-0.0068569486029446125,0.019137639552354813,2225.314453125,55.90373396873474,81058.1510885617,97.92452239990234,1694006946.7062113,22.61259651184082,20643840.0,257.3046875,37.0335054397583,454069.21205497615,1.579113245010376
19,15.216221809387207,-0.006103897467255592,0.01989036053419113,2325.434814453125,58.42918276786804,80997.54308724929,102.03398990631104,1694006950.8156788,15.23000717163086,21790720.0,269.9921875,38.613800287246704,454129.1830559358,1.5802948474884033
