,training/policy_loss,training/sps,eval/episode_reward,training/total_loss,eval/episode_reward_ctrl,eval/epoch_eval_time,eval/walltime,eval/sps,training/entropy_loss,eval/episode_reward_dist,_runtime,eval/avg_episode_length,_timestamp,training/walltime,_step,training/v_loss
0,,,-713.2069091796875,,-135.54478454589844,10.06743574142456,10.06743574142456,12714.26044204259,,-42.73637771606445,17.24431800842285,1000,1694008232.053343,,0.0,
1,-0.0562179759144783,220372.59715155986,-508.9840087890625,476.496826171875,-85.04888153076172,0.6579151153564453,10.725350856781006,194553.97362416904,-0.0010999706573784351,-42.16992950439453,32.774818897247314,1000,1694008247.583844,14.869362354278564,3276800.0,476.5541076660156
2,-0.07036088407039642,1056953.1146670587,-372.82574462890625,37.54859924316406,-50.26901626586914,0.7030341625213623,11.428385019302368,182067.96600173836,-0.0006343807326629758,-42.91847229003906,36.58209943771362,1000,1694008251.3911245,17.969594478607178,6553600.0,37.61959457397461
3,-0.05653808265924454,1056149.2651507356,-286.19793701171875,21.48417091369629,-29.188915252685547,0.7003626823425293,12.128747701644897,182762.45040908462,-0.00011582259321585298,-42.34177780151367,40.38914227485657,1000,1694008255.1981673,21.07218623161316,9830400.0,21.540822982788086
4,-0.03731051832437515,1055304.7432332023,-235.974853515625,16.054241180419922,-17.47161102294922,0.6987338066101074,12.827481508255005,183188.50295935923,0.0004038972547277808,-41.494537353515625,44.196930170059204,1000,1694008259.0059552,24.177260875701904,13107200.0,16.091148376464844
5,-0.022773707285523415,1056457.7623294764,-196.32826232910156,14.414010047912598,-11.333606719970703,0.7021446228027344,13.52962613105774,182298.62601391916,0.0008957252139225602,-37.71735382080078,48.004794120788574,1000,1694008262.8138192,27.2789466381073,16384000.0,14.435888290405273
6,-0.024268127977848053,1056752.057906517,-132.58338928222656,15.013750076293945,-8.477161407470703,0.7027945518493652,14.232420682907104,182130.04022751036,0.0012836267706006765,-24.616315841674805,51.81248664855957,1000,1694008266.6215117,30.37976861000061,19660800.0,15.036735534667969
7,-0.02738211303949356,1056929.543020605,-90.38446044921875,8.669526100158691,-5.979268550872803,0.7028584480285645,14.935279130935669,182113.48296235892,0.00165655929595232,-16.554561614990234,55.6197075843811,1000,1694008270.4287326,33.48006987571716,22937600.0,8.69525146484375
8,-0.029982997104525566,1057189.1329298539,-59.465965270996094,3.6206934452056885,-4.14918851852417,0.7042267322540283,15.639505863189697,181759.6437873192,0.002082680817693472,-10.644384384155273,59.42767143249512,1000,1694008274.2366965,36.579609870910645,26214400.0,3.6485939025878906
9,-0.028953149914741516,1056805.1996688077,-41.33613967895508,1.4462461471557617,-2.891000270843506,0.7032797336578369,16.342785596847534,182004.39153031984,0.0025332369841635227,-7.3652873039245605,63.23571515083313,1000,1694008278.0447402,39.68027591705322,29491200.0,1.4726662635803223
10,-0.029257655143737793,1058280.6740646265,-30.89635467529297,0.5555740594863892,-2.158872127532959,0.709848165512085,17.05263376235962,180320.25187761203,0.0030150089878588915,-5.483400344848633,67.04569458961487,1000,1694008281.8547196,42.77661895751953,32768000.0,0.5818167328834534
11,-0.01780192367732525,1058265.1101488813,-25.281959533691406,0.39906638860702515,-1.5925288200378418,0.7096941471099854,17.762327909469604,180359.38512560836,0.003460496198385954,-4.645183086395264,70.85579919815063,1000,1694008285.6648242,45.87300753593445,36044800.0,0.4134078025817871
12,-0.012243533506989479,1058020.9551329187,-21.372177124023438,0.2807174324989319,-1.2409464120864868,0.710169792175293,18.472497701644897,180238.5871805787,0.003913951106369495,-4.019423961639404,74.66703867912292,1000,1694008289.4760637,48.97011065483093,39321600.0,0.2890470027923584
13,-0.012626590207219124,1059270.6150436841,-18.186203002929688,0.15237902104854584,-1.1072790622711182,0.7135312557220459,19.186028957366943,179389.4786998119,0.004350653849542141,-3.355020523071289,78.47767472267151,1000,1694008293.2866998,52.063560009002686,42598400.0,0.1606549471616745
14,-0.00551648112013936,1058612.1882282877,-16.629581451416016,0.18394121527671814,-0.8809506297111511,0.7100682258605957,19.89609718322754,180264.36803993766,0.004697341471910477,-3.1981823444366455,82.28712701797485,1000,1694008297.096152,55.15893340110779,45875200.0,0.18476033210754395
15,-0.005494006909430027,1058075.364978732,-16.50777816772461,0.10781089961528778,-0.8746143579483032,0.7087147235870361,20.604811906814575,180608.63664882013,0.005062218755483627,-3.170154571533203,86.0968759059906,1000,1694008300.905901,58.25587725639343,49152000.0,0.1082426905632019
16,-0.0031250028405338526,1057766.0853167495,-16.350975036621094,0.14124709367752075,-0.8137125968933105,0.7071423530578613,21.311954259872437,181010.23004278532,0.005289366934448481,-3.1925525665283203,89.9058289527893,1000,1694008304.714854,61.353726625442505,52428800.0,0.13908272981643677
17,-0.0015757395885884762,1059923.1586259115,-15.845064163208008,0.1258758008480072,-0.7673345804214478,0.6155552864074707,21.927509546279907,207942.32918872146,0.005513543263077736,-3.1099724769592285,93.61706399917603,1000,1694008308.426089,64.4452714920044,55705600.0,0.12193800508975983
18,0.0001326580677414313,1057682.8110381863,-14.412759780883789,0.07955390959978104,-0.724876344203949,0.7078876495361328,22.63539719581604,180819.65419777602,0.005791093222796917,-2.7969064712524414,97.42702984809875,1000,1694008312.236055,67.54336476325989,58982400.0,0.07363015413284302
19,0.00039332942105829716,1059128.6617779718,-14.601635932922363,0.10039058327674866,-0.7113947868347168,0.7127130031585693,23.34811019897461,179595.43242895158,0.005950341932475567,-2.8565266132354736,101.23753118515015,1000,1694008316.0465562,70.6372287273407,62259200.0,0.09404691308736801
